Item Type,Publication Year,Author,Title,Publication Title,Pages,Volume,First Author Last Name,First Author First Name
journalArticle,1976,"Hutchins, Michael; Barash, David P",Grooming in primates: Implications for its utilitarian function,Primates,145-150,17,Hutchins,Michael
journalArticle,2001,"Hutchinson, J",The biology and evolution of HIV,Annual Review of Anthropology,85-108,30,Hutchinson,J
journalArticle,2007,"Hutchinson, John M C; Waser, Peter M","Use, misuse and extensions of ""ideal gas"" models of animal encounter",Biological Reviews,335-359,82,Hutchinson,John M C
journalArticle,1993,"Hutchinson, John; McNamara, John; Cuthill, Innes","Song, sexual selection, starvation and strategic handicaps",Animal Behaviour,1153-1177,45,Hutchinson,John
journalArticle,1999,"Hutchison, D; Templeton, A",Correlation of pairwise genetic and geographic distance measures: Inferring the relative influences of gene flow and drift on the distribution of genetic variability,Evolution,1898-1914,53,Hutchison,D
journalArticle,1991,"Hutz, Reinhold; Dierschke, Donald; Wolf, Richard",Estradiol-induced follicular atresia in rhesus monkeys is not prevented by exogenous gonadotropins,American Journal of Primatology,247-255,23,Hutz,Reinhold
journalArticle,1988,"Hutz, Reinhold; Dierschke, Donald; Wolf, Richard",Menstrual cycles in rhesus monkeys (Macaca mulatta) are unaffected by a single dose of the anesthetics ketamine and xylazine administered during the midfollicular phase at laparoscopy,American Journal of Primatology,79-84,15,Hutz,Reinhold
journalArticle,1988,"Hutz, Reinhold; Dierschke, Donald; Wolf, Richard",Induction of atresia of the dominant follicle in rhesus monkeys (Macaca mulatta) by the local application of estradiol-17β,American Journal of Primatology,69-77,15,Hutz,Reinhold
journalArticle,1989,"Hutz, Reinhold; Krueger, Gail; Morgan, Patricia; Dierschke, Donald; Wolf, Richard",Atresia of the dominant ovarian follicle in rhesus monkeys is detected within 24 hours of estradiol treatment,American Journal of Primatology,237-243,18,Hutz,Reinhold
journalArticle,1989,"Hutz, Reinhold; Morgan, Patricia; Krueger, Gail; Durning, Maureen; Dierschke, Donald",Direct effect of estradiol-17β on progesterone accumulation by ovarian granulosa cells from rhesus monkeys,American Journal of Primatology,87-92,17,Hutz,Reinhold
journalArticle,2005,"Huyse, Tine; Poulin, Robert; Théron, André",Speciation in parasites: A population genetics approach,Trends in Parasitology,469-475,21,Huyse,Tine
journalArticle,2005,"Hwang, Tzy-Wei; Kuang, Yang; 1 Department of Mathematics, Kaohsiung Normal University, 802, Kaohsiung, Taiwan, ROC; 2 Department of Mathematics, Arizona State University, Tempe, AZ 85287-1804",Host extinction dynamics in a simple parasite-host interaction model,Mathematical Biosciences and Engineering,743-751,2,Hwang,Tzy-Wei
journalArticle,1998,"Hyatt, Charles",Responses of gibbons (Hylobates lar) to their mirror images,American Journal of Primatology,307-311,45,Hyatt,Charles
journalArticle,2004,"Hyatt, TL; Waldo, TZ; Beechie, TJ","A watershed scale assessment of riparian forests, with implications for restoration",Restoration Ecology,175-183,12,Hyatt,TL
journalArticle,1975,"Hylander, W",Incisor size and diet in Anthropoids with special reference to Cercopithecidae,Science,1095-1098,189,Hylander,W
journalArticle,1994,"Hylander, W",Jaw muscle function and wishboning of the mandible during mastication inmacaques and baboons,American Journal of Physical Anthropology,523-547,94,Hylander,W
journalArticle,2022,"Ianiro, Gianluca; Iorio, Andrea; Porcari, Serena; Masucci, Luca; Sanguinetti, Maurizio; Perno, Carlo Federico; Gasbarrini, Antonio; Putignani, Lorenza; Cammarota, Giovanni",How the gut parasitome affects human health,Therapeutic Advances in Gastroenterology,1.76E+14,15,Ianiro,Gianluca
journalArticle,2021,"Iannucci, Alessio; Benazzo, Andrea; Natali, Chiara; Arida, Evy Ayu; Zein, Moch Samsul Arifin; Jessop, Tim S; Bertorelle, Giorgio; Ciofi, Claudio","Population structure, genomic diversity and demographic history of Komodo dragons inferred from whole‐genome sequencing",Molecular Ecology,6309-6324,30,Iannucci,Alessio
journalArticle,1985,"Iason, Glenn R; Guinness, Fiona E",Synchrony of oestrus and conception in red deer (Cervus elaphus L.),Animal Behaviour,1169-1174,33,Iason,Glenn R
journalArticle,2013,"Ibáñez, Alejandro; Marzal, Alfonso; López, Pilar; Martín, José","Sexually dichromatic coloration reflects size and immunocompetence in female Spanish terrapins, Mauremys leprosa",Naturwissenschaften,1137-1147,100,Ibáñez,Alejandro
journalArticle,2011,"Ibáñez, J",Showing emotions through movement and symmetry,Computers in Human Behavior,561-567,27,Ibáñez,J
journalArticle,1991,"Idani, G",Social relationships between immigrant and resident bonobo (Pan paniscus) females at Wamba,Folia Primatologica,83-95,57,Idani,G
journalArticle,2017,"Idris, Nurul Hawani; Osman, Mohamad Jahidi; Kanniah, Kasturi Devi; Idris, Nurul Hazrina; Ishak, Mohamad Hafis Izran",Engaging indigenous people as geo-crowdsourcing sensors for ecotourism mapping via mobile data collection: a case study of the Royal Belum State Park,Cartography and Geographic Information Science,113-127,44,Idris,Nurul Hawani
journalArticle,2009,"Iemmola, F; Camperio Ciani, A",New evidence of genetic factors influencing sexual orientation in men: Female fecundity increase in the maternal line,Archives of Sexual Behavior,393-399,38,Iemmola,F
journalArticle,2017,"Ifekwunigwe, Jayne O; Wagner, Jennifer K; Yu, Joon-Ho; Harrell, Tanya M; Bamshad, Michael J; Royal, Charmaine D",A qualitative analysis of how anthropologists interpret the race construct,American Anthropologist,422-434,119,Ifekwunigwe,Jayne O
journalArticle,2017,"Ihle, Malika; Winney, Isabel S; Krystalli, Anna; Croucher, Michael",Striving for transparent and credible research: practical guidelines for behavioral ecologists,Behavioral Ecology,348-354,28,Ihle,Malika
journalArticle,1992,"Ihobe, H","Observations on the Meat Eating Behavior of Wild Bonobos (Pan paniscus) at Wamba, Republic of Zaire",Primates,247-250,33,Ihobe,H
journalArticle,1992,"Ihobe, H","Male-male relationships among wild bonobos (Pan paniscus) at Wamba, Republic of Zaire",Primates,163-179,33,Ihobe,H
journalArticle,1989,"Ihobe, H",How social relationships influence a monkey's choice of feeding sites in the troop of Japanese macaques (Macaca fuscata fuscata) on Koshima islet [Japan],Primates,17-26,30,Ihobe,H
journalArticle,1993,"Iida, T; Nakahori, Y; Tanaka, K; Tsutsumi, O; Taketani, Y; Nakagome, Y",Sex identification by polymerase chain reaction using a Y-autosome homologous primer set,Japanese Journal of Human Genetics,429-431,38,Iida,T
journalArticle,2022,"Ikuta, Kevin S; Swetschinski, Lucien R; Robles Aguilar, Gisela; Sharara, Fablina; Mestrovic, Tomislav; Gray, Authia P; Davis Weaver, Nicole; Wool, Eve E; Han, Chieh; Gershberg Hayoon, Anna; Aali, Amirali; Abate, Semagn Mekonnen; Abbasi-Kangevari, Mohsen; Abbasi-Kangevari, Zeinab; Abd-Elsalam, Sherief; Abebe, Getachew; Abedi, Aidin; Abhari, Amir Parsa; Abidi, Hassan; Aboagye, Richard Gyan; Absalan, Abdorrahim; Abubaker Ali, Hiwa; Acuna, Juan Manuel; Adane, Tigist Demssew; Addo, Isaac Yeboah; Adegboye, Oyelola A; Adnan, Mohammad; Adnani, Qorinah Estiningtyas Sakilah; Afzal, Muhammad Sohail; Afzal, Saira; Aghdam, Zahra Babaei; Ahinkorah, Bright Opoku; Ahmad, Aqeel; Ahmad, Araz Ramazan; Ahmad, Rizwan; Ahmad, Sajjad; Ahmad, Sohail; Ahmadi, Sepideh; Ahmed, Ali; Ahmed, Haroon; Ahmed, Jivan Qasim; Ahmed Rashid, Tarik; Ajami, Marjan; Aji, Budi; Akbarzadeh-Khiavi, Mostafa; Akunna, Chisom Joyqueenet; Al Hamad, Hanadi; Alahdab, Fares; Al-Aly, Ziyad; Aldeyab, Mamoon A; Aleman, Alicia V; Alhalaiqa, Fadwa Alhalaiqa Naji; Alhassan, Robert Kaba; Ali, Beriwan Abdulqadir; Ali, Liaqat; Ali, Syed Shujait; Alimohamadi, Yousef; Alipour, Vahid; Alizadeh, Atiyeh; Aljunid, Syed Mohamed; Allel, Kasim; Almustanyir, Sami; Ameyaw, Edward Kwabena; Amit, Arianna Maever L; Anandavelane, Nivedita; Ancuceanu, Robert; Andrei, Catalina Liliana; Andrei, Tudorel; Anggraini, Dewi; Ansar, Adnan; Anyasodor, Anayochukwu Edward; Arabloo, Jalal; Aravkin, Aleksandr Y; Areda, Demelash; Aripov, Timur; Artamonov, Anton A; Arulappan, Judie; Aruleba, Raphael Taiwo; Asaduzzaman, Muhammad; Ashraf, Tahira; Athari, Seyyed Shamsadin; Atlaw, Daniel; Attia, Sameh; Ausloos, Marcel; Awoke, Tewachew; Ayala Quintanilla, Beatriz Paulina; Ayana, Tegegn Mulatu; Azadnajafabad, Sina; Azari Jafari, Amirhossein; B, Darshan B; Badar, Muhammad; Badiye, Ashish D; Baghcheghi, Nayereh; Bagherieh, Sara; Baig, Atif Amin; Banerjee, Indrajit; Barac, Aleksandra; Bardhan, Mainak; Barone-Adesi, Francesco; Barqawi, Hiba Jawdat; Barrow, Amadou; Baskaran, Pritish; Basu, Saurav; Batiha, Abdul-Monim Mohammad; Bedi, Neeraj; Belete, Melaku Ashagrie; Belgaumi, Uzma Iqbal; Bender, Rose G; Bhandari, Bharti; Bhandari, Dinesh; Bhardwaj, Pankaj; Bhaskar, Sonu; Bhattacharyya, Krittika; Bhattarai, Suraj; Bitaraf, Saeid; Buonsenso, Danilo; Butt, Zahid A; Caetano Dos Santos, Florentino Luciano; Cai, Jiao; Calina, Daniela; Camargos, Paulo; Cámera, Luis Alberto; Cárdenas, Rosario; Cevik, Muge; Chadwick, Joshua; Charan, Jaykaran; Chaurasia, Akhilanand; Ching, Patrick R; Choudhari, Sonali Gajanan; Chowdhury, Enayet Karim; Chowdhury, Fazle Rabbi; Chu, Dinh-Toi; Chukwu, Isaac Sunday; Dadras, Omid; Dagnaw, Fentaw Teshome; Dai, Xiaochen; Das, Saswati; Dastiridou, Anna; Debela, Sisay Abebe; Demisse, Fitsum Wolde; Demissie, Solomon; Dereje, Diriba; Derese, Msganaw; Desai, Hardik Dineshbhai; Dessalegn, Fikadu Nugusu; Dessalegni, Samuel Abebe A; Desye, Belay; Dhaduk, Kartik; Dhimal, Meghnath; Dhingra, Sameer; Diao, Nancy; Diaz, Daniel; Djalalinia, Shirin; Dodangeh, Milad; Dongarwar, Deepa; Dora, Bezabih Terefe; Dorostkar, Fariba; Dsouza, Haneil Larson; Dubljanin, Eleonora; Dunachie, Susanna J; Durojaiye, Oyewole Christopher; Edinur, Hisham Atan; Ejigu, Habtamu Bekele; Ekholuenetale, Michael; Ekundayo, Temitope Cyrus; El-Abid, Hassan; Elhadi, Muhammed; Elmonem, Mohamed A; Emami, Amir; Engelbert Bain, Luchuo; Enyew, Daniel Berhanie; Erkhembayar, Ryenchindorj; Eshrati, Babak; Etaee, Farshid; Fagbamigbe, Adeniyi Francis; Falahi, Shahab; Fallahzadeh, Aida; Faraon, Emerito Jose A; Fatehizadeh, Ali; Fekadu, Ginenus; Fernandes, João C; Ferrari, Allegra; Fetensa, Getahun; Filip, Irina; Fischer, Florian; Foroutan, Masoud; Gaal, Peter Andras; Gadanya, Muktar A; Gaidhane, Abhay Motiramji; Ganesan, Balasankar; Gebrehiwot, Mesfin; Ghanbari, Reza; Ghasemi Nour, Mohammad; Ghashghaee, Ahmad; Gholamrezanezhad, Ali; Gholizadeh, Abdolmajid; Golechha, Mahaveer; Goleij, Pouya; Golinelli, Davide; Goodridge, Amador; Gunawardane, Damitha Asanga; Guo, Yuming; Gupta, Rajat Das; Gupta, Sapna; Gupta, Veer Bala; Gupta, Vivek Kumar; Guta, Alemu; Habibzadeh, Parham; Haddadi Avval, Atlas; Halwani, Rabih; Hanif, Asif; Hannan, Md Abdul; Harapan, Harapan; Hassan, Shoaib; Hassankhani, Hadi; Hayat, Khezar; Heibati, Behzad; Heidari, Golnaz; Heidari, Mohammad; Heidari-Soureshjani, Reza; Herteliu, Claudiu; Heyi, Demisu Zenbaba; Hezam, Kamal; Hoogar, Praveen; Horita, Nobuyuki; Hossain, Md Mahbub; Hosseinzadeh, Mehdi; Hostiuc, Mihaela; Hostiuc, Sorin; Hoveidamanesh, Soodabeh; Huang, Junjie; Hussain, Salman; Hussein, Nawfal R; Ibitoye, Segun Emmanuel; Ilesanmi, Olayinka Stephen; Ilic, Irena M; Ilic, Milena D; Imam, Mohammad Tarique; Immurana, Mustapha; Inbaraj, Leeberk Raja; Iradukunda, Arnaud; Ismail, Nahlah Elkudssiah; Iwu, Chidozie C D; Iwu, Chinwe Juliana; J, Linda Merin; Jakovljevic, Mihajlo; Jamshidi, Elham; Javaheri, Tahereh; Javanmardi, Fatemeh; Javidnia, Javad; Jayapal, Sathish Kumar; Jayarajah, Umesh; Jebai, Rime; Jha, Ravi Prakash; Joo, Tamas; Joseph, Nitin; Joukar, Farahnaz; Jozwiak, Jacek Jerzy; Kacimi, Salah Eddine Oussama; Kadashetti, Vidya; Kalankesh, Laleh R; Kalhor, Rohollah; Kamal, Vineet Kumar; Kandel, Himal; Kapoor, Neeti; Karkhah, Samad; Kassa, Bekalu Getnet; Kassebaum, Nicholas J; Katoto, Patrick Dmc; Keykhaei, Mohammad; Khajuria, Himanshu; Khan, Abbas; Khan, Imteyaz A; Khan, Maseer; Khan, Md Nuruzzaman; Khan, Moien Ab; Khatatbeh, Moawiah Mohammad; Khater, Mona M; Khayat Kashani, Hamid Reza; Khubchandani, Jagdish; Kim, Hanna; Kim, Min Seo; Kimokoti, Ruth W; Kissoon, Niranjan; Kochhar, Sonali; Kompani, Farzad; Kosen, Soewarta; Koul, Parvaiz A; Koulmane Laxminarayana, Sindhura Lakshmi; Krapp Lopez, Fiorella; Krishan, Kewal; Krishnamoorthy, Vijay; Kulkarni, Vishnutheertha; Kumar, Naveen; Kurmi, Om P; Kuttikkattu, Ambily; Kyu, Hmwe Hmwe; Lal, Dharmesh Kumar; Lám, Judit; Landires, Iván; Lasrado, Savita; Lee, Sang-woong; Lenzi, Jacopo; Lewycka, Sonia; Li, Shanshan; Lim, Stephen S; Liu, Wei; Lodha, Rakesh; Loftus, Michael J; Lohiya, Ayush; Lorenzovici, László; Lotfi, Mojgan; Mahmoodpoor, Ata; Mahmoud, Mansour Adam; Mahmoudi, Razzagh; Majeed, Azeem; Majidpoor, Jamal; Makki, Alaa; Mamo, Galana Ayana; Manla, Yosef; Martorell, Miquel; Matei, Clara N; McManigal, Barney; Mehrabi Nasab, Entezar; Mehrotra, Ravi; Melese, Addisu; Mendoza-Cano, Oliver; Menezes, Ritesh G; Mentis, Alexios-Fotios A; Micha, Georgia; Michalek, Irmina Maria; Micheletti Gomide Nogueira De Sá, Ana Carolina; Milevska Kostova, Neda; Mir, Shabir Ahmad; Mirghafourvand, Mojgan; Mirmoeeni, Seyyedmohammadsadeq; Mirrakhimov, Erkin M; Mirza-Aghazadeh-Attari, Mohammad; Misganaw, Abay Sisay; Misganaw, Awoke; Misra, Sanjeev; Mohammadi, Esmaeil; Mohammadi, Mokhtar; Mohammadian-Hafshejani, Abdollah; Mohammed, Shafiu; Mohan, Syam; Mohseni, Mohammad; Mokdad, Ali H; Momtazmanesh, Sara; Monasta, Lorenzo; Moore, Catrin E; Moradi, Maryam; Moradi Sarabi, Mostafa; Morrison, Shane Douglas; Motaghinejad, Majid; Mousavi Isfahani, Haleh; Mousavi Khaneghah, Amin; Mousavi-Aghdas, Seyed Ali; Mubarik, Sumaira; Mulita, Francesk; Mulu, Getaneh Baye B; Munro, Sandra B; Muthupandian, Saravanan; Nair, Tapas Sadasivan; Naqvi, Atta Abbas; Narang, Himanshi; Natto, Zuhair S; Naveed, Muhammad; Nayak, Biswa Prakash; Naz, Shumaila; Negoi, Ionut; Nejadghaderi, Seyed Aria; Neupane Kandel, Sandhya; Ngwa, Che Henry; Niazi, Robina Khan; Nogueira De Sá, Antonio Tolentino; Noroozi, Nafise; Nouraei, Hasti; Nowroozi, Ali; Nuñez-Samudio, Virginia; Nutor, Jerry John; Nzoputam, Chimezie Igwegbe; Nzoputam, Ogochukwu Janet; Oancea, Bogdan; Obaidur, Rahman Md; Ojha, Vivek Anand; Okekunle, Akinkunmi Paul; Okonji, Osaretin Christabel; Olagunju, Andrew T; Olusanya, Bolajoko Olubukunola; Omar Bali, Ahmed; Omer, Emad; Otstavnov, Nikita; Oumer, Bilcha; P A, Mahesh; Padubidri, Jagadish Rao; Pakshir, Keyvan; Palicz, Tamás; Pana, Adrian; Pardhan, Shahina; Paredes, Jose L; Parekh, Utsav; Park, Eun-Cheol; Park, Seoyeon; Pathak, Ashish; Paudel, Rajan; Paudel, Uttam; Pawar, Shrikant; Pazoki Toroudi, Hamidreza; Peng, Minjin; Pensato, Umberto; Pepito, Veincent Christian Filipino; Pereira, Marcos; Peres, Mario F P; Perico, Norberto; Petcu, Ionela-Roxana; Piracha, Zahra Zahid; Podder, Indrashis; Pokhrel, Nayanum; Poluru, Ramesh; Postma, Maarten J; Pourtaheri, Naeimeh; Prashant, Akila; Qattea, Ibrahim; Rabiee, Mohammad; Rabiee, Navid; Radfar, Amir; Raeghi, Saber; Rafiei, Sima; Raghav, Pankaja Raghav; Rahbarnia, Leila; Rahimi-Movaghar, Vafa; Rahman, Mosiur; Rahman, Muhammad Aziz; Rahmani, Amir Masoud; Rahmanian, Vahid; Ram, Pradhum; Ranjha, Muhammad Modassar Ali Nawaz; Rao, Sowmya J; Rashidi, Mohammad-Mahdi; Rasul, Azad; Ratan, Zubair Ahmed; Rawaf, Salman; Rawassizadeh, Reza; Razeghinia, Mohammad Sadegh; Redwan, Elrashdy Moustafa Mohamed; Regasa, Misganu Teshoma; Remuzzi, Giuseppe; Reta, Melese Abate; Rezaei, Nazila; Rezapour, Aziz; Riad, Abanoub; Ripon, Rezaul Karim; Rudd, Kristina E; Saddik, Basema; Sadeghian, Saeid; Saeed, Umar; Safaei, Mohsen; Safary, Azam; Safi, Sher Zaman; Sahebazzamani, Maryam; Sahebkar, Amirhossein; Sahoo, Harihar; Salahi, Saina; Salahi, Sarvenaz; Salari, Hedayat; Salehi, Sana; Samadi Kafil, Hossein; Samy, Abdallah M; Sanadgol, Nima; Sankararaman, Senthilkumar; Sanmarchi, Francesco; Sathian, Brijesh; Sawhney, Monika; Saya, Ganesh Kumar; Senthilkumaran, Subramanian; Seylani, Allen; Shah, Pritik A; Shaikh, Masood Ali; Shaker, Elaheh; Shakhmardanov, Murad Ziyaudinovich; Sharew, Mequannent Melaku; Sharifi-Razavi, Athena; Sharma, Purva; Sheikhi, Rahim Ali; Sheikhy, Ali; Shetty, Pavanchand H; Shigematsu, Mika; Shin, Jae Il; Shirzad-Aski, Hesamaddin; Shivakumar, K M; Shobeiri, Parnian; Shorofi, Seyed Afshin; Shrestha, Sunil; Sibhat, Migbar Mekonnen; Sidemo, Negussie Boti; Sikder, Mustafa Kamal; Silva, Luís Manuel Lopes Rodrigues; Singh, Jasvinder A; Singh, Paramdeep; Singh, Surjit; Siraj, Md Shahjahan; Siwal, Samarjeet Singh; Skryabin, Valentin Yurievich; Skryabina, Anna Aleksandrovna; Socea, Bogdan; Solomon, Damtew Damtew; Song, Yimeng; Sreeramareddy, Chandrashekhar T; Suleman, Muhammad; Suliankatchi Abdulkader, Rizwan; Sultana, Saima; Szócska, Miklós; Tabatabaeizadeh, Seyed-Amir; Tabish, Mohammad; Taheri, Majid; Taki, Elahe; Tan, Ker-Kan; Tandukar, Sarmila; Tat, Nathan Y; Tat, Vivian Y; Tefera, Belay Negash; Tefera, Yibekal Manaye; Temesgen, Gebremaryam; Temsah, Mohamad-Hani; Tharwat, Samar; Thiyagarajan, Arulmani; Tleyjeh, Imad I; Troeger, Christopher E; Umapathi, Krishna Kishore; Upadhyay, Era; Valadan Tahbaz, Sahel; Valdez, Pascual R; Van Den Eynde, Jef; Van Doorn, H Rogier; Vaziri, Siavash; Verras, Georgios-Ioannis; Viswanathan, Harimadhav; Vo, Bay; Waris, Abdul; Wassie, Gizachew Tadesse; Wickramasinghe, Nuwan Darshana; Yaghoubi, Sajad; Yahya, Gahin Abdulraheem Tayib Yahya; Yahyazadeh Jabbari, Seyed Hossein; Yigit, Arzu; Yiğit, Vahit; Yon, Dong Keon; Yonemoto, Naohiro; Zahir, Mazyar; Zaman, Burhan Abdullah; Zaman, Sojib Bin; Zangiabadian, Moein; Zare, Iman; Zastrozhin, Mikhail Sergeevich; Zhang, Zhi-Jiang; Zheng, Peng; Zhong, Chenwen; Zoladl, Mohammad; Zumla, Alimuddin; Hay, Simon I; Dolecek, Christiane; Sartorius, Benn; Murray, Christopher J L; Naghavi, Mohsen",Global mortality associated with 33 bacterial pathogens in 2019: A systematic analysis for the Global Burden of Disease Study 2019,The Lancet,2221-2248,400,Ikuta,Kevin S
